date,location,total_cases,total_deaths,new_cases,new_deaths
2020-03-19,Rio Grande do Sul,28,0,9,0
2020-03-19,Rondônia,0,0,0,0
2020-03-19,Roraima,0,0,0,0
2020-03-19,Santa Catarina,20,0,10,0
2020-03-19,São Paulo,286,4,46,0
2020-03-19,Sergipe,6,0,1,0
2020-03-19,Tocantins,1,0,1,0
2020-03-20,Acre,7,0,4,0
2020-03-20,Alagoas,5,0,1,0
2020-03-20,Amapá,1,0,1,0
2020-03-20,Amazonas,3,0,0,0
2020-03-20,Bahia,33,0,3,0
2020-03-20,Ceará,55,0,35,0
2020-03-20,Distrito Federal,87,0,45,0
2020-03-20,Espírito Santo,13,0,2,0
2020-03-20,Goiás,15,0,3,0
2020-03-20,Maranhão,0,0,0,0
2020-03-20,Mato Grosso,1,0,1,0
2020-03-20,Mato Grosso do Sul,9,0,2,0
2020-03-20,Minas Gerais,35,0,6,0
2020-03-20,Pará,2,0,1,0
2020-03-20,Paraíba,1,0,0,0
2020-03-20,Paraná,32,0,9,0
2020-03-20,Pernambuco,30,0,2,0
2020-03-20,Piauí,3,0,3,0
2020-03-20,Rio de Janeiro,109,2,44,0
2020-03-20,Rio Grande do Norte,1,0,0,0
2020-03-20,Rio Grande do Sul,37,0,9,0
2020-03-20,Rondônia,1,0,1,0
2020-03-20,Roraima,0,0,0,0
2020-03-20,Santa Catarina,21,0,1,0
2020-03-20,São Paulo,396,9,110,5
2020-03-20,Sergipe,6,0,0,0
2020-03-20,Tocantins,1,0,0,0
2020-03-21,Acre,9,0,2,0
2020-03-21,Alagoas,7,0,2,0
2020-03-21,Amapá,1,0,0,0
2020-03-21,Amazonas,11,0,8,0
2020-03-21,Bahia,41,0,8,0
2020-03-21,Ceará,68,0,13,0
2020-03-21,Distrito Federal,100,0,13,0
2020-03-21,Espírito Santo,26,0,13,0
2020-03-21,Goiás,20,0,5,0
2020-03-21,Maranhão,1,0,1,0
2020-03-21,Mato Grosso,2,0,1,0
2020-03-21,Mato Grosso do Sul,16,0,7,0
2020-03-21,Minas Gerais,38,0,3,0
2020-03-21,Pará,2,0,0,0
2020-03-21,Paraíba,1,0,0,0
2020-03-21,Paraná,43,0,11,0
2020-03-21,Pernambuco,30,0,0,0
2020-03-21,Piauí,4,0,1,0
2020-03-21,Rio de Janeiro,119,3,10,1
2020-03-21,Rio Grande do Norte,6,0,5,0
2020-03-21,Rio Grande do Sul,60,0,23,0
2020-03-21,Rondônia,1,0,0,0
2020-03-21,Roraima,0,0,0,0
2020-03-21,Santa Catarina,51,0,30,0
2020-03-21,São Paulo,459,15,63,6
2020-03-21,Sergipe,10,0,4,0
2020-03-21,Tocantins,2,0,1,0
2020-03-22,Acre,11,0,2,0
2020-03-22,Alagoas,7,0,0,0
2020-03-22,Amapá,1,0,0,0
2020-03-22,Amazonas,26,0,15,0
2020-03-22,Bahia,49,0,8,0
2020-03-22,Ceará,112,0,44,0
2020-03-22,Distrito Federal,117,0,17,0
2020-03-22,Espírito Santo,26,0,0,0
2020-03-22,Goiás,21,0,1,0
2020-03-22,Maranhão,2,0,1,0
2020-03-22,Mato Grosso,2,0,0,0
2020-03-22,Mato Grosso do Sul,21,0,5,0
2020-03-22,Minas Gerais,83,0,45,0
2020-03-22,Pará,4,0,2,0
2020-03-22,Paraíba,1,0,0,0
2020-03-22,Paraná,50,0,7,0
2020-03-22,Pernambuco,37,0,7,0
2020-03-22,Piauí,4,0,0,0
2020-03-22,Rio de Janeiro,186,3,67,0
2020-03-22,Rio Grande do Norte,9,0,3,0
2020-03-22,Rio Grande do Sul,72,0,12,0
2020-03-22,Rondônia,3,0,2,0
2020-03-22,Roraima,2,0,2,0
2020-03-22,Santa Catarina,57,0,6,0
2020-03-22,São Paulo,631,22,172,7
2020-03-22,Sergipe,10,0,0,0
2020-03-22,Tocantins,2,0,0,0
2020-03-23,Acre,11,0,0,0
2020-03-23,Alagoas,7,0,0,0
2020-03-23,Amapá,1,0,0,0
2020-03-23,Amazonas,32,0,6,0
2020-03-23,Bahia,63,0,14,0
2020-03-23,Ceará,163,0,51,0
2020-03-23,Distrito Federal,133,0,16,0
2020-03-23,Espírito Santo,29,0,3,0
2020-03-23,Goiás,23,0,2,0
2020-03-23,Maranhão,2,0,0,0
2020-03-23,Mato Grosso,2,0,0,0
2020-03-23,Mato Grosso do Sul,21,0,0,0
2020-03-23,Minas Gerais,128,0,45,0
2020-03-23,Pará,5,0,1,0
2020-03-23,Paraíba,2,0,1,0
2020-03-23,Paraná,56,0,6,0
2020-03-23,Pernambuco,42,0,5,0
2020-03-23,Piauí,6,0,2,0
2020-03-23,Rio de Janeiro,233,4,47,1
2020-03-23,Rio Grande do Norte,13,0,4,0
2020-03-23,Rio Grande do Sul,86,0,14,0
2020-03-23,Rondônia,3,0,0,0
2020-03-23,Roraima,2,0,0,0
2020-03-23,Santa Catarina,68,0,11,0
2020-03-23,São Paulo,745,30,114,8
2020-03-23,Sergipe,10,0,0,0
2020-03-23,Tocantins,5,0,3,0
2020-03-24,Acre,17,0,6,0
2020-03-24,Alagoas,9,0,2,0
2020-03-24,Amapá,1,0,0,0
2020-03-24,Amazonas,47,0,15,0
2020-03-24,Bahia,76,0,13,0
2020-03-24,Ceará,182,0,19,0
2020-03-24,Distrito Federal,160,0,27,0
2020-03-24,Espírito Santo,33,0,4,0
2020-03-24,Goiás,27,0,4,0
2020-03-24,Maranhão,8,0,6,0
2020-03-24,Mato Grosso,7,0,5,0
2020-03-24,Mato Grosso do Sul,23,0,2,0
2020-03-24,Minas Gerais,130,0,2,0
2020-03-24,Pará,5,0,0,0
2020-03-24,Paraíba,3,0,1,0
2020-03-24,Paraná,65,0,9,0
2020-03-24,Pernambuco,42,0,0,0
2020-03-24,Piauí,6,0,0,0
2020-03-24,Rio de Janeiro,305,6,72,2
2020-03-24,Rio Grande do Norte,13,0,0,0
2020-03-24,Rio Grande do Sul,98,0,12,0
2020-03-24,Rondônia,3,0,0,0
2020-03-24,Roraima,2,0,0,0
2020-03-24,Santa Catarina,107,0,39,0
2020-03-24,São Paulo,810,40,65,10
2020-03-24,Sergipe,15,0,5,0
2020-03-24,Tocantins,7,0,2,0
2020-03-25,Acre,23,0,6,0
2020-03-25,Alagoas,11,0,2,0
2020-03-25,Amapá,1,0,0,0
2020-03-25,Amazonas,54,1,7,1
2020-03-25,Bahia,84,0,8,0
2020-03-25,Ceará,200,0,18,0
2020-03-25,Distrito Federal,160,0,0,0
2020-03-25,Espírito Santo,39,0,6,0
2020-03-25,Goiás,29,0,2,0
2020-03-25,Maranhão,8,0,0,0
2020-03-25,Mato Grosso,8,0,1,0
2020-03-25,Mato Grosso do Sul,24,0,1,0
2020-03-25,Minas Gerais,133,0,3,0
2020-03-25,Pará,7,0,2,0
2020-03-25,Paraíba,3,0,0,0
2020-03-25,Paraná,81,0,16,0
2020-03-25,Pernambuco,46,1,4,1
2020-03-25,Piauí,8,0,2,0
2020-03-25,Rio de Janeiro,370,6,65,0
2020-03-25,Rio Grande do Norte,14,0,1,0
2020-03-25,Rio Grande do Sul,123,1,25,1
2020-03-25,Rondônia,5,0,2,0
2020-03-25,Roraima,8,0,6,0
2020-03-25,Santa Catarina,109,0,2,0
2020-03-25,São Paulo,862,48,52,8
2020-03-25,Sergipe,16,0,1,0
2020-03-25,Tocantins,7,0,0,0
2020-03-26,Acre,24,0,1,0
2020-03-26,Alagoas,11,0,0,0
2020-03-26,Amapá,2,0,1,0
2020-03-26,Amazonas,67,1,13,0
2020-03-26,Bahia,104,0,20,0
2020-03-26,Ceará,235,3,35,3
2020-03-26,Distrito Federal,200,0,40,0
2020-03-26,Espírito Santo,39,0,0,0
2020-03-26,Goiás,39,1,10,1
2020-03-26,Maranhão,10,0,2,0
2020-03-26,Mato Grosso,11,0,3,0
2020-03-26,Mato Grosso do Sul,25,0,1,0
2020-03-26,Minas Gerais,153,0,20,0
2020-03-26,Pará,13,0,6,0
2020-03-26,Paraíba,5,0,2,0
2020-03-26,Paraná,102,0,21,0
2020-03-26,Pernambuco,48,3,2,2
2020-03-26,Piauí,9,0,1,0
2020-03-26,Rio de Janeiro,421,9,51,3
2020-03-26,Rio Grande do Norte,19,0,5,0
2020-03-26,Rio Grande do Sul,168,1,45,0
2020-03-26,Rondônia,5,0,0,0
2020-03-26,Roraima,8,0,0,0
2020-03-26,Santa Catarina,122,1,13,1
2020-03-26,São Paulo,1052,58,190,10
2020-03-26,Sergipe,16,0,0,0
2020-03-26,Tocantins,7,0,0,0
2020-03-27,Acre,25,0,1,0
2020-03-27,Alagoas,11,0,0,0
2020-03-27,Amapá,2,0,0,0
2020-03-27,Amazonas,81,1,14,0
2020-03-27,Bahia,115,0,11,0
2020-03-27,Ceará,282,3,47,0
2020-03-27,Distrito Federal,230,0,30,0
2020-03-27,Espírito Santo,47,0,8,0
2020-03-27,Goiás,49,1,10,0
2020-03-27,Maranhão,13,0,3,0
2020-03-27,Mato Grosso,11,0,0,0
2020-03-27,Mato Grosso do Sul,28,0,3,0
2020-03-27,Minas Gerais,189,0,36,0
2020-03-27,Pará,13,0,0,0
2020-03-27,Paraíba,9,0,4,0
2020-03-27,Paraná,119,2,17,2
2020-03-27,Pernambuco,56,4,8,1
2020-03-27,Piauí,9,0,0,0
2020-03-27,Rio de Janeiro,493,10,72,1
2020-03-27,Rio Grande do Norte,28,0,9,0
2020-03-27,Rio Grande do Sul,195,2,27,1
2020-03-27,Rondônia,6,0,1,0
2020-03-27,Roraima,10,0,2,0
2020-03-27,Santa Catarina,149,1,27,0
2020-03-27,São Paulo,1223,68,171,10
2020-03-27,Sergipe,16,0,0,0
2020-03-27,Tocantins,8,0,1,0
2020-03-28,Acre,25,0,0,0
2020-03-28,Alagoas,14,0,3,0
2020-03-28,Amapá,4,0,2,0
2020-03-28,Amazonas,111,1,30,0
2020-03-28,Bahia,128,0,13,0
2020-03-28,Ceará,314,4,32,1
2020-03-28,Distrito Federal,260,0,30,0
2020-03-28,Espírito Santo,53,0,6,0
2020-03-28,Goiás,56,1,7,0
2020-03-28,Maranhão,14,0,1,0
2020-03-28,Mato Grosso,13,0,2,0
2020-03-28,Mato Grosso do Sul,31,0,3,0
2020-03-28,Minas Gerais,205,0,16,0
2020-03-28,Pará,17,0,4,0
2020-03-28,Paraíba,14,0,5,0
2020-03-28,Paraná,133,2,14,0
2020-03-28,Pernambuco,68,5,12,1
2020-03-28,Piauí,11,1,2,1
2020-03-28,Rio de Janeiro,558,13,65,3
2020-03-28,Rio Grande do Norte,45,0,17,0
2020-03-28,Rio Grande do Sul,197,2,2,0
2020-03-28,Rondônia,6,0,0,0
2020-03-28,Roraima,12,0,2,0
2020-03-28,Santa Catarina,184,1,35,0
2020-03-28,São Paulo,1406,84,183,16
2020-03-28,Sergipe,16,0,0,0
2020-03-28,Tocantins,9,0,1,0
2020-03-29,Acre,34,0,9,0
2020-03-29,Alagoas,17,0,3,0
2020-03-29,Amapá,4,0,0,0
2020-03-29,Amazonas,140,1,29,0
2020-03-29,Bahia,154,1,26,1
2020-03-29,Ceará,348,5,34,1
2020-03-29,Distrito Federal,289,1,29,1
2020-03-29,Espírito Santo,60,0,7,0
2020-03-29,Goiás,58,1,2,0
2020-03-29,Maranhão,16,0,2,0
2020-03-29,Mato Grosso,16,0,3,0
2020-03-29,Mato Grosso do Sul,36,0,5,0
2020-03-29,Minas Gerais,231,0,26,0
2020-03-29,Pará,18,0,1,0
2020-03-29,Paraíba,14,0,0,0
2020-03-29,Paraná,148,2,15,0
2020-03-29,Pernambuco,73,5,5,0
2020-03-29,Piauí,14,1,3,0
2020-03-29,Rio de Janeiro,600,17,42,4
2020-03-29,Rio Grande do Norte,68,1,23,1
2020-03-29,Rio Grande do Sul,226,2,29,0
2020-03-29,Rondônia,6,0,0,0
2020-03-29,Roraima,16,0,4,0
2020-03-29,Santa Catarina,194,1,10,0
2020-03-29,São Paulo,1451,98,45,14
2020-03-29,Sergipe,16,0,0,0
2020-03-29,Tocantins,9,0,0,0
2020-03-30,Acre,42,0,8,0
2020-03-30,Alagoas,17,0,0,0
2020-03-30,Amapá,8,0,4,0
2020-03-30,Amazonas,151,1,11,0
2020-03-30,Bahia,176,1,22,0
2020-03-30,Ceará,372,5,24,0
2020-03-30,Distrito Federal,312,1,23,0
2020-03-30,Espírito Santo,72,0,12,0
2020-03-30,Goiás,61,1,3,0
2020-03-30,Maranhão,23,1,7,1
2020-03-30,Mato Grosso,18,0,2,0
2020-03-30,Mato Grosso do Sul,44,0,8,0
2020-03-30,Minas Gerais,261,1,30,1
2020-03-30,Pará,21,0,3,0
2020-03-30,Paraíba,15,0,1,0
2020-03-30,Paraná,155,3,7,1
2020-03-30,Pernambuco,78,6,5,1
2020-03-30,Piauí,16,3,2,2
2020-03-30,Rio de Janeiro,657,18,57,1
2020-03-30,Rio Grande do Norte,77,1,9,0
2020-03-30,Rio Grande do Sul,241,3,15,1
2020-03-30,Rondônia,6,0,0,0
2020-03-30,Roraima,16,0,0,0
2020-03-30,Santa Catarina,197,1,3,0
2020-03-30,São Paulo,1517,113,66,15
2020-03-30,Sergipe,16,0,0,0
2020-03-30,Tocantins,10,0,1,0
2020-03-31,Acre,42,0,0,0
2020-03-31,Alagoas,18,1,1,1
2020-03-31,Amapá,10,0,2,0
2020-03-31,Amazonas,175,3,24,2
2020-03-31,Bahia,213,2,37,1
2020-03-31,Ceará,390,7,18,2
2020-03-31,Distrito Federal,332,3,20,2
2020-03-31,Espírito Santo,84,0,12,0
2020-03-31,Goiás,65,1,4,0
2020-03-31,Maranhão,31,1,8,0
2020-03-31,Mato Grosso,25,0,7,0
2020-03-31,Mato Grosso do Sul,48,1,4,1
2020-03-31,Minas Gerais,275,2,14,1
2020-03-31,Paraná,179,3,24,0
2020-03-31,Paraíba,17,0,2,0
2020-03-31,Pará,32,0,11,0
2020-03-31,Pernambuco,87,6,9,0
2020-03-31,Piauí,18,4,2,1
2020-03-31,Rio Grande do Norte,82,1,5,0
2020-03-31,Rio Grande do Sul,274,4,33,1
2020-03-31,Rio de Janeiro,708,23,51,5
2020-03-31,Rondônia,8,1,2,1
2020-03-31,Roraima,16,0,0,0
2020-03-31,Santa Catarina,219,2,22,1
2020-03-31,Sergipe,19,0,3,0
2020-03-31,São Paulo,2339,136,822,23
2020-03-31,Tocantins,11,0,1,0
2020-04-01,Acre,43,0,1,0
2020-04-01,Alagoas,18,1,0,0
2020-04-01,Amapá,11,0,1,0
2020-04-01,Amazonas,200,3,25,0
2020-04-01,Bahia,246,2,33,0
2020-04-01,Ceará,444,8,54,1
2020-04-01,Distrito Federal,355,3,23,0
2020-04-01,Espírito Santo,96,0,12,0
2020-04-01,Goiás,71,1,6,0
2020-04-01,Maranhão,54,1,23,0
2020-04-01,Mato Grosso,27,0,2,0
2020-04-01,Mato Grosso do Sul,51,1,3,0
2020-04-01,Minas Gerais,314,3,39,1
2020-04-01,Paraná,224,3,45,0
2020-04-01,Paraíba,20,1,3,1
2020-04-01,Pará,40,0,8,0
2020-04-01,Pernambuco,95,8,8,2
2020-04-01,Piauí,18,4,0,0
2020-04-01,Rio Grande do Norte,92,2,10,1
2020-04-01,Rio Grande do Sul,306,4,32,0
2020-04-01,Rio de Janeiro,832,28,124,5
2020-04-01,Rondônia,9,1,1,0
2020-04-01,Roraima,22,0,6,0
2020-04-01,Santa Catarina,235,2,16,0
2020-04-01,Sergipe,20,0,1,0
2020-04-01,São Paulo,2981,164,642,28
2020-04-01,Tocantins,12,0,1,0
2020-04-02,Acre,43,0,0,0
2020-04-02,Alagoas,18,1,0,0
2020-04-02,Amapá,11,0,0,0
2020-04-02,Amazonas,229,3,29,0
2020-04-02,Bahia,267,3,21,1
2020-04-02,Ceará,550,20,106,12
2020-04-02,Distrito Federal,370,4,15,1
2020-04-02,Espírito Santo,120,1,24,1
2020-04-02,Goiás,73,1,2,0
2020-04-02,Maranhão,71,1,17,0
2020-04-02,Mato Grosso,36,0,9,0
2020-04-02,Mato Grosso do Sul,53,1,2,0
2020-04-02,Minas Gerais,370,4,56,1
2020-04-02,Paraná,252,4,28,1
2020-04-02,Paraíba,21,1,1,0
2020-04-02,Pará,46,1,6,1
2020-04-02,Pernambuco,106,9,11,1
2020-04-02,Piauí,19,4,1,0
2020-04-02,Rio Grande do Norte,105,2,13,0
2020-04-02,Rio Grande do Sul,334,5,28,1
2020-04-02,Rio de Janeiro,992,41,160,13
2020-04-02,Rondônia,10,1,1,0
2020-04-02,Roraima,26,0,4,0
2020-04-02,Santa Catarina,247,2,12,0
2020-04-02,Sergipe,23,2,3,2
2020-04-02,São Paulo,3506,188,525,24
2020-04-02,Tocantins,12,0,0,0
2020-04-03,Acre,46,0,3,0
2020-04-03,Alagoas,22,2,4,1
2020-04-03,Amapá,19,0,8,0
2020-04-03,Amazonas,260,7,31,4
2020-04-03,Bahia,282,5,15,2
2020-04-03,Ceará,627,22,77,2
2020-04-03,Distrito Federal,402,5,32,1
2020-04-03,Espírito Santo,139,4,19,3
2020-04-03,Goiás,88,2,15,1
2020-04-03,Maranhão,81,1,10,0
2020-04-03,Mato Grosso,44,1,8,1
2020-04-03,Mato Grosso do Sul,60,1,7,0
2020-04-03,Minas Gerais,397,6,27,2
2020-04-03,Paraná,301,4,49,0
2020-04-03,Paraíba,29,1,8,0
2020-04-03,Pará,50,1,4,0
2020-04-03,Pernambuco,136,10,30,1
2020-04-03,Piauí,21,4,2,0
2020-04-03,Rio Grande do Norte,176,4,71,2
2020-04-03,Rio Grande do Sul,396,5,62,0
2020-04-03,Rio de Janeiro,1074,47,82,6
2020-04-03,Rondônia,10,1,0,0
2020-04-03,Roraima,30,0,4,0
2020-04-03,Santa Catarina,281,5,34,3
2020-04-03,Sergipe,25,2,2,0
2020-04-03,São Paulo,4048,219,542,31
2020-04-03,Tocantins,12,0,0,0
2020-04-04,Acre,46,0,0,0
2020-04-04,Alagoas,23,2,1,0
2020-04-04,Amapá,28,1,9,1
2020-04-04,Amazonas,311,12,51,5
2020-04-04,Bahia,332,7,50,2
2020-04-04,Ceará,730,22,103,0
2020-04-04,Distrito Federal,454,7,52,2
2020-04-04,Espírito Santo,153,5,14,1
2020-04-04,Goiás,103,2,15,0
2020-04-04,Maranhão,88,1,7,0
2020-04-04,Mato Grosso,56,1,12,0
2020-04-04,Mato Grosso do Sul,62,1,2,0
2020-04-04,Minas Gerais,430,6,33,0
2020-04-04,Paraná,395,6,94,2
2020-04-04,Paraíba,32,2,3,1
2020-04-04,Pará,80,1,30,0
2020-04-04,Pernambuco,176,14,40,4
2020-04-04,Piauí,22,4,1,0
2020-04-04,Rio Grande do Norte,212,5,36,1
2020-04-04,Rio Grande do Sul,410,6,14,1
2020-04-04,Rio de Janeiro,1246,58,172,11
2020-04-04,Rondônia,11,1,1,0
2020-04-04,Roraima,37,1,7,1
2020-04-04,Santa Catarina,334,5,53,0
2020-04-04,Sergipe,27,2,2,0
2020-04-04,São Paulo,4466,260,418,41
2020-04-04,Tocantins,14,0,2,0
2020-04-05,Acre,48,0,2,0
2020-04-05,Alagoas,28,2,5,0
2020-04-05,Amapá,29,2,1,1
2020-04-05,Amazonas,417,14,106,2
2020-04-05,Bahia,401,9,69,2
2020-04-05,Ceará,823,26,93,4
2020-04-05,Distrito Federal,468,7,14,0
2020-04-05,Espírito Santo,166,6,13,1
2020-04-05,Goiás,115,3,12,1
2020-04-05,Maranhão,96,2,8,1
2020-04-05,Mato Grosso,60,1,4,0
2020-04-05,Mato Grosso do Sul,65,1,3,0
2020-04-05,Minas Gerais,498,6,68,0
2020-04-05,Paraná,438,9,43,3
2020-04-05,Paraíba,34,4,2,2
2020-04-05,Pará,86,1,6,0
2020-04-05,Pernambuco,201,21,25,7
2020-04-05,Piauí,23,4,1,0
2020-04-05,Rio Grande do Norte,242,7,30,2
2020-04-05,Rio Grande do Sul,418,7,8,1
2020-04-05,Rio de Janeiro,1394,64,148,6
2020-04-05,Rondônia,12,1,1,0
2020-04-05,Roraima,42,1,5,0
2020-04-05,Santa Catarina,357,10,23,5
2020-04-05,Sergipe,32,3,5,1
2020-04-05,São Paulo,4620,275,154,15
2020-04-05,Tocantins,17,0,3,0
2020-04-06,Acre,50,0,2,0
2020-04-06,Alagoas,31,2,3,0
2020-04-06,Amapá,34,2,5,0
2020-04-06,Amazonas,532,19,115,5
2020-04-06,Bahia,431,10,30,1
2020-04-06,Ceará,1013,29,190,3
2020-04-06,Distrito Federal,473,10,5,3
2020-04-06,Espírito Santo,194,6,28,0
2020-04-06,Goiás,119,5,4,2
2020-04-06,Maranhão,133,2,37,0
2020-04-06,Mato Grosso,76,1,16,0
2020-04-06,Mato Grosso do Sul,66,1,1,0
2020-04-06,Minas Gerais,525,9,27,3
2020-04-06,Paraná,458,11,20,2
2020-04-06,Paraíba,35,4,1,0
2020-04-06,Pará,102,3,16,2
2020-04-06,Pernambuco,223,30,22,9
2020-04-06,Piauí,23,4,0,0
2020-04-06,Rio Grande do Norte,246,7,4,0
2020-04-06,Rio Grande do Sul,481,7,63,0
2020-04-06,Rio de Janeiro,1461,71,67,7
2020-04-06,Rondônia,14,1,2,0
2020-04-06,Roraima,42,1,0,0
2020-04-06,Santa Catarina,379,10,22,0
2020-04-06,Sergipe,32,4,0,1
2020-04-06,São Paulo,4866,304,246,29
2020-04-06,Tocantins,17,0,0,0
2020-04-07,Acre,50,1,0,1
2020-04-07,Alagoas,32,2,1,0
2020-04-07,Amapá,48,2,14,0
2020-04-07,Amazonas,636,23,104,4
2020-04-07,Bahia,456,12,25,2
2020-04-07,Ceará,1051,31,38,2
2020-04-07,Distrito Federal,492,12,19,2
2020-04-07,Espírito Santo,209,6,15,0
2020-04-07,Goiás,133,5,14,0
2020-04-07,Maranhão,172,4,39,2
2020-04-07,Mato Grosso,78,1,2,0
2020-04-07,Mato Grosso do Sul,80,2,14,1
2020-04-07,Minas Gerais,559,11,34,2
2020-04-07,Paraná,503,15,45,4
2020-04-07,Paraíba,36,4,1,0
2020-04-07,Pará,138,5,36,2
2020-04-07,Pernambuco,352,34,129,4
2020-04-07,Piauí,28,4,5,0
2020-04-07,Rio Grande do Norte,254,8,8,1
2020-04-07,Rio Grande do Sul,508,8,27,1
2020-04-07,Rio de Janeiro,1688,89,227,18
2020-04-07,Rondônia,18,1,4,0
2020-04-07,Roraima,42,1,0,0
2020-04-07,Santa Catarina,417,11,38,1
2020-04-07,Sergipe,36,4,4,0
2020-04-07,São Paulo,5682,371,816,67
2020-04-07,Tocantins,19,0,2,0
2020-04-08,Acre,54,2,4,1
2020-04-08,Alagoas,37,2,5,0
2020-04-08,Amapá,107,2,59,0
2020-04-08,Amazonas,804,30,168,7
2020-04-08,Bahia,497,15,41,3
2020-04-08,Ceará,1291,43,240,12
2020-04-08,Distrito Federal,509,12,17,0
2020-04-08,Espírito Santo,227,6,18,0
2020-04-08,Goiás,158,7,25,2
2020-04-08,Maranhão,230,11,58,7
2020-04-08,Mato Grosso,90,1,12,0
2020-04-08,Mato Grosso do Sul,85,2,5,0
2020-04-08,Minas Gerais,614,14,55,3
2020-04-08,Paraná,539,17,36,2
2020-04-08,Paraíba,41,4,5,0
2020-04-08,Pará,167,6,29,1
2020-04-08,Pernambuco,401,46,49,12
2020-04-08,Piauí,31,5,3,1
2020-04-08,Rio Grande do Norte,261,11,7,3
2020-04-08,Rio Grande do Sul,555,9,47,1
2020-04-08,Rio de Janeiro,1938,106,250,17
2020-04-08,Rondônia,18,1,0,0
2020-04-08,Roraima,49,1,7,0
2020-04-08,Santa Catarina,457,15,40,4
2020-04-08,Sergipe,36,4,0,0
2020-04-08,São Paulo,6708,428,1026,57
2020-04-08,Tocantins,23,0,4,0
2020-04-09,Acre,62,2,8,0
2020-04-09,Alagoas,37,3,0,1
2020-04-09,Amapá,128,2,21,0
2020-04-09,Amazonas,899,40,95,10
2020-04-09,Bahia,559,19,62,4
2020-04-09,Ceará,1425,55,134,12
2020-04-09,Distrito Federal,527,13,18,1
2020-04-09,Espírito Santo,273,6,46,0
2020-04-09,Goiás,179,7,21,0
2020-04-09,Maranhão,273,12,43,1
2020-04-09,Mato Grosso,108,2,18,1
2020-04-09,Mato Grosso do Sul,89,2,4,0
2020-04-09,Minas Gerais,655,15,41,1
2020-04-09,Paraná,609,22,70,5
2020-04-09,Paraíba,55,7,14,3
2020-04-09,Pará,168,7,1,1
2020-04-09,Pernambuco,555,56,154,10
2020-04-09,Piauí,38,6,7,1
2020-04-09,Rio Grande do Norte,261,11,0,0
2020-04-09,Rio Grande do Sul,618,12,63,3
2020-04-09,Rio de Janeiro,2216,122,278,16
2020-04-09,Rondônia,28,2,10,1
2020-04-09,Roraima,52,1,3,0
2020-04-09,Santa Catarina,501,17,44,2
2020-04-09,Sergipe,39,4,3,0
2020-04-09,São Paulo,7480,496,772,68
2020-04-09,Tocantins,23,0,0,0
2020-04-10,Acre,70,2,8,0
2020-04-10,Alagoas,45,3,8,0
2020-04-10,Amapá,166,2,38,0
2020-04-10,Amazonas,981,50,82,10
2020-04-10,Bahia,604,19,45,0
2020-04-10,Ceará,1478,58,53,3
2020-04-10,Distrito Federal,555,14,28,1
2020-04-10,Espírito Santo,300,7,27,1
2020-04-10,Goiás,191,8,12,1
2020-04-10,Maranhão,293,16,20,4
2020-04-10,Mato Grosso,112,2,4,0
2020-04-10,Mato Grosso do Sul,97,2,8,0
2020-04-10,Minas Gerais,698,17,43,2
2020-04-10,Paraná,643,25,34,3
2020-04-10,Paraíba,79,11,24,4
2020-04-10,Pará,170,9,2,2
2020-04-10,Pernambuco,684,65,129,9
2020-04-10,Piauí,40,7,2,1
2020-04-10,Rio Grande do Norte,263,11,2,0
2020-04-10,Rio Grande do Sul,636,14,18,2
2020-04-10,Rio de Janeiro,2464,147,248,25
2020-04-10,Rondônia,32,2,4,0
2020-04-10,Roraima,63,3,11,2
2020-04-10,Santa Catarina,693,18,192,1
2020-04-10,Sergipe,42,4,3,0
2020-04-10,São Paulo,8216,540,736,44
2020-04-10,Tocantins,23,0,0,0
2020-04-11,Acre,72,2,2,0
2020-04-11,Alagoas,48,3,3,0
2020-04-11,Amapá,193,3,27,1
2020-04-11,Amazonas,1050,53,69,3
2020-04-11,Bahia,635,21,31,2
2020-04-11,Ceará,1582,67,104,9
2020-04-11,Distrito Federal,579,14,24,0
2020-04-11,Espírito Santo,349,9,49,2
2020-04-11,Goiás,209,10,18,2
2020-04-11,Maranhão,344,21,51,5
2020-04-11,Mato Grosso,121,3,9,1
2020-04-11,Mato Grosso do Sul,100,2,3,0
2020-04-11,Minas Gerais,750,17,52,0
2020-04-11,Paraná,676,26,33,1
2020-04-11,Paraíba,85,11,6,0
2020-04-11,Pará,217,10,47,1
2020-04-11,Pernambuco,816,72,132,7
2020-04-11,Piauí,41,7,1,0
2020-04-11,Rio Grande do Norte,289,13,26,2
2020-04-11,Rio Grande do Sul,640,15,4,1
2020-04-11,Rio de Janeiro,2607,155,143,8
2020-04-11,Rondônia,33,2,1,0
2020-04-11,Roraima,75,3,12,0
2020-04-11,Santa Catarina,732,21,39,3
2020-04-11,Sergipe,42,4,0,0
2020-04-11,São Paulo,8419,560,203,20
2020-04-11,Tocantins,23,0,0,0
2020-04-12,Acre,77,2,5,0
2020-04-12,Alagoas,48,3,0,0
2020-04-12,Amapá,230,5,37,2
2020-04-12,Amazonas,1206,62,156,9
2020-04-12,Bahia,673,21,38,0
2020-04-12,Ceará,1676,74,94,7
2020-04-12,Distrito Federal,614,14,35,0
2020-04-12,Espírito Santo,383,9,34,0
2020-04-12,Goiás,229,14,20,4
2020-04-12,Maranhão,398,24,54,3
2020-04-12,Mato Grosso,123,3,2,0
2020-04-12,Mato Grosso do Sul,101,2,1,0
2020-04-12,Minas Gerais,806,20,56,3
